age,sex,area,region,year,count
15-17,Male,Rural,Central,2028,18484
2-4,Female,Urban,Central,2028,22293
5-9,Female,Urban,Central,2028,41568
10-14,Female,Urban,Central,2028,46831
15-17,Female,Urban,Central,2028,30140
2-4,Male,Urban,Central,2028,23262
5-9,Male,Urban,Central,2028,43320
10-14,Male,Urban,Central,2028,48877
15-17,Male,Urban,Central,2028,31702
2-4,Female,Rural,North,2028,57862
5-9,Female,Rural,North,2028,103877
10-14,Female,Rural,North,2028,110014
15-17,Female,Rural,North,2028,73612
2-4,Male,Rural,North,2028,60432
5-9,Male,Rural,North,2028,108390
10-14,Male,Rural,North,2028,114684
15-17,Male,Rural,North,2028,77160
2-4,Female,Urban,North,2028,77984
5-9,Female,Urban,North,2028,140002
10-14,Female,Urban,North,2028,148273
15-17,Female,Urban,North,2028,99211
2-4,Male,Urban,North,2028,81448
5-9,Male,Urban,North,2028,146084
10-14,Male,Urban,North,2028,154567
15-17,Male,Urban,North,2028,103994
2-4,Female,Rural,East,2028,24602
5-9,Female,Rural,East,2028,44630
10-14,Female,Rural,East,2028,48349
15-17,Female,Rural,East,2028,27936
2-4,Male,Rural,East,2028,25622
5-9,Male,Rural,East,2028,46410
10-14,Male,Rural,East,2028,50234
15-17,Male,Rural,East,2028,28944
2-4,Female,Urban,East,2028,68084
5-9,Female,Urban,East,2028,123509
10-14,Female,Urban,East,2028,133801
15-17,Female,Urban,East,2028,77309
2-4,Male,Urban,East,2028,70908
5-9,Male,Urban,East,2028,128434
10-14,Male,Urban,East,2028,139015
15-17,Male,Urban,East,2028,80099
2-4,Female,Rural,Northeast,2028,115979
5-9,Female,Rural,Northeast,2028,198516
10-14,Female,Rural,Northeast,2028,201420
15-17,Female,Rural,Northeast,2028,134076
2-4,Male,Rural,Northeast,2028,121104
5-9,Male,Rural,Northeast,2028,207234
10-14,Male,Rural,Northeast,2028,209885
15-17,Male,Rural,Northeast,2028,140124
2-4,Female,Urban,Northeast,2028,174875
5-9,Female,Urban,Northeast,2028,299326
10-14,Female,Urban,Northeast,2028,303704
15-17,Female,Urban,Northeast,2028,202162
2-4,Male,Urban,Northeast,2028,182603
5-9,Male,Urban,Northeast,2028,312471
10-14,Male,Urban,Northeast,2028,316468
15-17,Male,Urban,Northeast,2028,211281
2-4,Female,Rural,South,2028,82719
5-9,Female,Rural,South,2028,148646
10-14,Female,Rural,South,2028,160557
15-17,Female,Rural,South,2028,93860
2-4,Male,Rural,South,2028,86254
5-9,Male,Rural,South,2028,154915
10-14,Male,Rural,South,2028,167046
15-17,Male,Rural,South,2028,97870
2-4,Female,Urban,South,2028,86024
5-9,Female,Urban,South,2028,154585
10-14,Female,Urban,South,2028,166971
15-17,Female,Urban,South,2028,97610
2-4,Male,Urban,South,2028,89700
5-9,Male,Urban,South,2028,161104
10-14,Male,Urban,South,2028,173720
15-17,Male,Urban,South,2028,101780
2-4,Female,Rural,West,2028,22907
5-9,Female,Rural,West,2028,42260
10-14,Female,Rural,West,2028,46830
15-17,Female,Rural,West,2028,29318
2-4,Male,Rural,West,2028,23877
5-9,Male,Rural,West,2028,43975
10-14,Male,Rural,West,2028,48648
15-17,Male,Rural,West,2028,30925
2-4,Female,Urban,West,2028,23239
5-9,Female,Urban,West,2028,42872
10-14,Female,Urban,West,2028,47508
15-17,Female,Urban,West,2028,29743
2-4,Male,Urban,West,2028,24223
5-9,Male,Urban,West,2028,44612
10-14,Male,Urban,West,2028,49352
15-17,Male,Urban,West,2028,31373
2-4,Female,Rural,Bangkok,2029,0
5-9,Female,Rural,Bangkok,2029,0
10-14,Female,Rural,Bangkok,2029,0
15-17,Female,Rural,Bangkok,2029,0
2-4,Male,Rural,Bangkok,2029,0
5-9,Male,Rural,Bangkok,2029,0
10-14,Male,Rural,Bangkok,2029,0
15-17,Male,Rural,Bangkok,2029,0
2-4,Female,Urban,Bangkok,2029,84806
5-9,Female,Urban,Bangkok,2029,163451
10-14,Female,Urban,Bangkok,2029,185507
15-17,Female,Urban,Bangkok,2029,112711
2-4,Male,Urban,Bangkok,2029,92925
5-9,Male,Urban,Bangkok,2029,179183
10-14,Male,Urban,Bangkok,2029,203266
15-17,Male,Urban,Bangkok,2029,122489
2-4,Female,Rural,Periphery,2029,15546
5-9,Female,Rural,Periphery,2029,29823
10-14,Female,Rural,Periphery,2029,33760
15-17,Female,Rural,Periphery,2029,22321
2-4,Male,Rural,Periphery,2029,16191
5-9,Male,Rural,Periphery,2029,30926
10-14,Male,Rural,Periphery,2029,35064
15-17,Male,Rural,Periphery,2029,23019
2-4,Female,Urban,Periphery,2029,51244
5-9,Female,Urban,Periphery,2029,98305
10-14,Female,Urban,Periphery,2029,111282
15-17,Female,Urban,Periphery,2029,73577
2-4,Male,Urban,Periphery,2029,53370
5-9,Male,Urban,Periphery,2029,101941
10-14,Male,Urban,Periphery,2029,115583
15-17,Male,Urban,Periphery,2029,75878
2-4,Female,Rural,Central,2029,12431
5-9,Female,Rural,Central,2029,23140
10-14,Female,Rural,Central,2029,26149
15-17,Female,Rural,Central,2029,16924
2-4,Male,Rural,Central,2029,12974
5-9,Male,Rural,Central,2029,24122
10-14,Male,Rural,Central,2029,27298
15-17,Male,Rural,Central,2029,17731
2-4,Female,Urban,Central,2029,22097
5-9,Female,Urban,Central,2029,41132
10-14,Female,Urban,Central,2029,46481
15-17,Female,Urban,Central,2029,30083
2-4,Male,Urban,Central,2029,23062
5-9,Male,Urban,Central,2029,42877
10-14,Male,Urban,Central,2029,48523
15-17,Male,Urban,Central,2029,31517
2-4,Female,Rural,North,2029,55342
5-9,Female,Rural,North,2029,99886
10-14,Female,Rural,North,2029,105816
15-17,Female,Rural,North,2029,68632
2-4,Male,Rural,North,2029,57811
5-9,Male,Rural,North,2029,104249
10-14,Male,Rural,North,2029,110327
15-17,Male,Rural,North,2029,71811
2-4,Female,Urban,North,2029,78144
5-9,Female,Urban,North,2029,141042
10-14,Female,Urban,North,2029,149415
15-17,Female,Urban,North,2029,96909
2-4,Male,Urban,North,2029,81631
5-9,Male,Urban,North,2029,147201
10-14,Male,Urban,North,2029,155784
15-17,Male,Urban,North,2029,101398
2-4,Female,Rural,East,2029,23448
5-9,Female,Rural,East,2029,42361
10-14,Female,Rural,East,2029,46165
15-17,Female,Rural,East,2029,28125
2-4,Male,Rural,East,2029,24426
5-9,Male,Rural,East,2029,44062
10-14,Male,Rural,East,2029,47976
15-17,Male,Rural,East,2029,29114
2-4,Female,Urban,East,2029,68252
5-9,Female,Urban,East,2029,123301
10-14,Female,Urban,East,2029,134375
15-17,Female,Urban,East,2029,81866
2-4,Male,Urban,East,2029,71098
5-9,Male,Urban,East,2029,128253
10-14,Male,Urban,East,2029,139645
15-17,Male,Urban,East,2029,84743
2-4,Female,Rural,Northeast,2029,111429
5-9,Female,Rural,Northeast,2029,192585
10-14,Female,Rural,Northeast,2029,194429
15-17,Female,Rural,Northeast,2029,124416
2-4,Male,Rural,Northeast,2029,116374
5-9,Male,Rural,Northeast,2029,201083
10-14,Male,Rural,Northeast,2029,202630
15-17,Male,Rural,Northeast,2029,129932
2-4,Female,Urban,Northeast,2029,176063
5-9,Female,Urban,Northeast,2029,304293
10-14,Female,Urban,Northeast,2029,307206
15-17,Female,Urban,Northeast,2029,196583
2-4,Male,Urban,Northeast,2029,183876
5-9,Male,Urban,Northeast,2029,317719
10-14,Male,Urban,Northeast,2029,320163
15-17,Male,Urban,Northeast,2029,205299
2-4,Female,Rural,South,2029,79848
5-9,Female,Rural,South,2029,143003
10-14,Female,Rural,South,2029,154869
15-17,Female,Rural,South,2029,93797
2-4,Male,Rural,South,2029,83276
5-9,Male,Rural,South,2029,149067
10-14,Male,Rural,South,2029,161158
15-17,Male,Rural,South,2029,97727
2-4,Female,Urban,South,2029,86790
5-9,Female,Urban,South,2029,155435
10-14,Female,Urban,South,2029,168332
15-17,Female,Urban,South,2029,101951
2-4,Male,Urban,South,2029,90516
5-9,Male,Urban,South,2029,162026
10-14,Male,Urban,South,2029,175168
15-17,Male,Urban,South,2029,106223
2-4,Female,Rural,West,2029,22133
5-9,Female,Rural,West,2029,40772
10-14,Female,Rural,West,2029,45273
15-17,Female,Rural,West,2029,28656
2-4,Male,Rural,West,2029,23074
5-9,Male,Rural,West,2029,42436
10-14,Male,Rural,West,2029,47038
15-17,Male,Rural,West,2029,30084
2-4,Female,Urban,West,2029,23141
5-9,Female,Urban,West,2029,42628
10-14,Female,Urban,West,2029,47335
15-17,Female,Urban,West,2029,29961
2-4,Male,Urban,West,2029,24125
5-9,Male,Urban,West,2029,44368
10-14,Male,Urban,West,2029,49180
15-17,Male,Urban,West,2029,31454
2-4,Female,Rural,Bangkok,2030,0
5-9,Female,Rural,Bangkok,2030,0
10-14,Female,Rural,Bangkok,2030,0
15-17,Female,Rural,Bangkok,2030,0
2-4,Male,Rural,Bangkok,2030,0
5-9,Male,Rural,Bangkok,2030,0
10-14,Male,Rural,Bangkok,2030,0
15-17,Male,Rural,Bangkok,2030,0
2-4,Female,Urban,Bangkok,2030,81223
5-9,Female,Urban,Bangkok,2030,156565
10-14,Female,Urban,Bangkok,2030,180343
15-17,Female,Urban,Bangkok,2030,121361
2-4,Male,Urban,Bangkok,2030,89017
5-9,Male,Urban,Bangkok,2030,171679
10-14,Male,Urban,Bangkok,2030,197654
15-17,Male,Urban,Bangkok,2030,130755
2-4,Female,Rural,Periphery,2030,14825
5-9,Female,Rural,Periphery,2030,28405
10-14,Female,Rural,Periphery,2030,32373
15-17,Female,Rural,Periphery,2030,21985
2-4,Male,Rural,Periphery,2030,15443
5-9,Male,Rural,Periphery,2030,29462
10-14,Male,Rural,Periphery,2030,33631
15-17,Male,Rural,Periphery,2030,22613
2-4,Female,Urban,Periphery,2030,50747
5-9,Female,Urban,Periphery,2030,97229
10-14,Female,Urban,Periphery,2030,110814
15-17,Female,Urban,Periphery,2030,75254
2-4,Male,Urban,Periphery,2030,52863
5-9,Male,Urban,Periphery,2030,100848
10-14,Male,Urban,Periphery,2030,115120
15-17,Male,Urban,Periphery,2030,77403
2-4,Female,Rural,Central,2030,11904
5-9,Female,Rural,Central,2030,22117
10-14,Female,Rural,Central,2030,25033
15-17,Female,Rural,Central,2030,16342
2-4,Male,Rural,Central,2030,12426
5-9,Male,Rural,Central,2030,23061
10-14,Male,Rural,Central,2030,26138
15-17,Male,Rural,Central,2030,17117
2-4,Female,Urban,Central,2030,21888
5-9,Female,Urban,Central,2030,40667
10-14,Female,Urban,Central,2030,46027
15-17,Female,Urban,Central,2030,30048
2-4,Male,Urban,Central,2030,22848
5-9,Male,Urban,Central,2030,42403
10-14,Male,Urban,Central,2030,48060
15-17,Male,Urban,Central,2030,31473
2-4,Female,Rural,North,2030,52892
5-9,Female,Rural,North,2030,96033
10-14,Female,Rural,North,2030,101848
15-17,Female,Rural,North,2030,63941
2-4,Male,Rural,North,2030,55262
5-9,Male,Rural,North,2030,100249
10-14,Male,Rural,North,2030,106210
15-17,Male,Rural,North,2030,66782
2-4,Female,Urban,North,2030,78101
5-9,Female,Urban,North,2030,141804
10-14,Female,Urban,North,2030,150391
15-17,Female,Urban,North,2030,94417
2-4,Male,Urban,North,2030,81602
5-9,Male,Urban,North,2030,148030
10-14,Male,Urban,North,2030,156832
15-17,Male,Urban,North,2030,98612
2-4,Female,Rural,East,2030,22415
5-9,Female,Rural,East,2030,40244
10-14,Female,Rural,East,2030,44028
15-17,Female,Rural,East,2030,28321
2-4,Male,Rural,East,2030,23355
5-9,Male,Rural,East,2030,41872
10-14,Male,Rural,East,2030,45766
15-17,Male,Rural,East,2030,29322
2-4,Female,Urban,East,2030,68493
5-9,Female,Urban,East,2030,122971
10-14,Female,Urban,East,2030,134533
15-17,Female,Urban,East,2030,86537
2-4,Male,Urban,East,2030,71365
5-9,Male,Urban,East,2030,127944
10-14,Male,Urban,East,2030,139844
15-17,Male,Urban,East,2030,89598
2-4,Female,Rural,Northeast,2030,106913
5-9,Female,Rural,Northeast,2030,186824
10-14,Female,Rural,Northeast,2030,188322
15-17,Female,Rural,Northeast,2030,115915
2-4,Male,Rural,Northeast,2030,111676
5-9,Male,Rural,Northeast,2030,195106
10-14,Male,Rural,Northeast,2030,196298
15-17,Male,Rural,Northeast,2030,121247
2-4,Female,Urban,Northeast,2030,176550
5-9,Female,Urban,Northeast,2030,308511
10-14,Female,Urban,Northeast,2030,310985
15-17,Female,Urban,Northeast,2030,191415
2-4,Male,Urban,Northeast,2030,184416
5-9,Male,Urban,Northeast,2030,322187
10-14,Male,Urban,Northeast,2030,324155
15-17,Male,Urban,Northeast,2030,200221
2-4,Female,Rural,South,2030,77132
5-9,Female,Rural,South,2030,137631
10-14,Female,Rural,South,2030,149193
15-17,Female,Rural,South,2030,93803
2-4,Male,Rural,South,2030,80458
5-9,Male,Rural,South,2030,143500
10-14,Male,Rural,South,2030,155283
15-17,Male,Rural,South,2030,97720
2-4,Female,Urban,South,2030,87539
5-9,Female,Urban,South,2030,156201
10-14,Female,Urban,South,2030,169324
15-17,Female,Urban,South,2030,106460
2-4,Male,Urban,South,2030,91315
5-9,Male,Urban,South,2030,162862
10-14,Male,Urban,South,2030,176235
15-17,Male,Urban,South,2030,110906
2-4,Female,Rural,West,2030,21403
5-9,Female,Rural,West,2030,39359
10-14,Female,Rural,West,2030,43748
15-17,Female,Rural,West,2030,28103
2-4,Male,Rural,West,2030,22317
5-9,Male,Rural,West,2030,40974
10-14,Male,Rural,West,2030,45463
15-17,Male,Rural,West,2030,29376
2-4,Female,Urban,West,2030,23031
5-9,Female,Urban,West,2030,42354
10-14,Female,Urban,West,2030,47077
15-17,Female,Urban,West,2030,30242
2-4,Male,Urban,West,2030,24015
5-9,Male,Urban,West,2030,44092
10-14,Male,Urban,West,2030,48921
15-17,Male,Urban,West,2030,31611
2-4,Female,Rural,Bangkok,2031,0
5-9,Female,Rural,Bangkok,2031,0
10-14,Female,Rural,Bangkok,2031,0
15-17,Female,Rural,Bangkok,2031,0
2-4,Male,Rural,Bangkok,2031,0
5-9,Male,Rural,Bangkok,2031,0
10-14,Male,Rural,Bangkok,2031,0
15-17,Male,Rural,Bangkok,2031,0
2-4,Female,Urban,Bangkok,2031,77890
5-9,Female,Urban,Bangkok,2031,149781
10-14,Female,Urban,Bangkok,2031,174582
15-17,Female,Urban,Bangkok,2031,118830
2-4,Male,Urban,Bangkok,2031,85381
5-9,Male,Urban,Bangkok,2031,164281
10-14,Male,Urban,Bangkok,2031,191389
15-17,Male,Urban,Bangkok,2031,128118
2-4,Female,Rural,Periphery,2031,14159
5-9,Female,Rural,Periphery,2031,27062
10-14,Female,Rural,Periphery,2031,30987
15-17,Female,Rural,Periphery,2031,21441
2-4,Male,Rural,Periphery,2031,14752
5-9,Male,Rural,Periphery,2031,28076
10-14,Male,Rural,Periphery,2031,32199
15-17,Male,Rural,Periphery,2031,22000
2-4,Female,Urban,Periphery,2031,50269
5-9,Female,Urban,Periphery,2031,96081
10-14,Female,Urban,Periphery,2031,110015
15-17,Female,Urban,Periphery,2031,76123
2-4,Male,Urban,Periphery,2031,52374
5-9,Male,Urban,Periphery,2031,99680
10-14,Male,Urban,Periphery,2031,114316
15-17,Male,Urban,Periphery,2031,78108
2-4,Female,Rural,Central,2031,11414
5-9,Female,Rural,Central,2031,21167
10-14,Female,Rural,Central,2031,23958
15-17,Female,Rural,Central,2031,15743
2-4,Male,Rural,Central,2031,11917
5-9,Male,Rural,Central,2031,22076
10-14,Male,Rural,Central,2031,25022
15-17,Male,Rural,Central,2031,16499
2-4,Female,Urban,Central,2031,21667
5-9,Female,Urban,Central,2031,40181
10-14,Female,Urban,Central,2031,45480
15-17,Female,Urban,Central,2031,29885
2-4,Male,Urban,Central,2031,22622
5-9,Male,Urban,Central,2031,41907
10-14,Male,Urban,Central,2031,47501
15-17,Male,Urban,Central,2031,31320
2-4,Female,Rural,North,2031,50514
5-9,Female,Rural,North,2031,92303
10-14,Female,Rural,North,2031,98072
15-17,Female,Rural,North,2031,61461
2-4,Male,Rural,North,2031,52788
5-9,Male,Rural,North,2031,96376
10-14,Male,Rural,North,2031,102293
15-17,Male,Rural,North,2031,64216
2-4,Female,Urban,North,2031,77857
5-9,Female,Urban,North,2031,142264
10-14,Female,Urban,North,2031,151156
15-17,Female,Urban,North,2031,94728
2-4,Male,Urban,North,2031,81360
5-9,Male,Urban,North,2031,148542
10-14,Male,Urban,North,2031,157662
15-17,Male,Urban,North,2031,98975
2-4,Female,Rural,East,2031,21497
5-9,Female,Rural,East,2031,38288
10-14,Female,Rural,East,2031,41954
15-17,Female,Rural,East,2031,27429
2-4,Male,Rural,East,2031,22403
5-9,Male,Rural,East,2031,39847
10-14,Male,Rural,East,2031,43622
15-17,Male,Rural,East,2031,28390
2-4,Female,Urban,East,2031,68820
5-9,Female,Urban,East,2031,122576
10-14,Female,Urban,East,2031,134311
15-17,Female,Urban,East,2031,87811
2-4,Male,Urban,East,2031,71721
5-9,Male,Urban,East,2031,127567
10-14,Male,Urban,East,2031,139650
15-17,Male,Urban,East,2031,90886
2-4,Female,Rural,Northeast,2031,102446
5-9,Female,Rural,Northeast,2031,181147
10-14,Female,Rural,Northeast,2031,182885
15-17,Female,Rural,Northeast,2031,111054
2-4,Male,Rural,Northeast,2031,107028
5-9,Male,Rural,Northeast,2031,189214
10-14,Male,Rural,Northeast,2031,190664
15-17,Male,Rural,Northeast,2031,116228
2-4,Female,Urban,Northeast,2031,176349
5-9,Female,Urban,Northeast,2031,311821
10-14,Female,Urban,Northeast,2031,314813
15-17,Female,Urban,Northeast,2031,191165
2-4,Male,Urban,Northeast,2031,184235
5-9,Male,Urban,Northeast,2031,325708
10-14,Male,Urban,Northeast,2031,328204
15-17,Male,Urban,Northeast,2031,200071
2-4,Female,Rural,South,2031,74563
5-9,Female,Rural,South,2031,132552
10-14,Female,Rural,South,2031,143574
15-17,Female,Rural,South,2031,90868
2-4,Male,Rural,South,2031,77792
5-9,Male,Rural,South,2031,138235
10-14,Male,Rural,South,2031,149466
15-17,Male,Rural,South,2031,94723
2-4,Female,Urban,South,2031,88266
5-9,Female,Urban,South,2031,156913
10-14,Female,Urban,South,2031,169961
15-17,Female,Urban,South,2031,107569
2-4,Male,Urban,South,2031,92089
5-9,Male,Urban,South,2031,163641
10-14,Male,Urban,South,2031,176936
15-17,Male,Urban,South,2031,112132
2-4,Female,Rural,West,2031,20713
5-9,Female,Rural,West,2031,38024
10-14,Female,Rural,West,2031,42256
15-17,Female,Rural,West,2031,27251
2-4,Male,Rural,West,2031,21601
5-9,Male,Rural,West,2031,39593
10-14,Male,Rural,West,2031,43921
15-17,Male,Rural,West,2031,28506
2-4,Female,Urban,West,2031,22908
5-9,Female,Urban,West,2031,42055
10-14,Female,Urban,West,2031,46736
15-17,Female,Urban,West,2031,30140
2-4,Male,Urban,West,2031,23891
5-9,Male,Urban,West,2031,43790
10-14,Male,Urban,West,2031,48577
15-17,Male,Urban,West,2031,31528
2-4,Female,Rural,Bangkok,2032,0
5-9,Female,Rural,Bangkok,2032,0
10-14,Female,Rural,Bangkok,2032,0
15-17,Female,Rural,Bangkok,2032,0
2-4,Male,Rural,Bangkok,2032,0
5-9,Male,Rural,Bangkok,2032,0
10-14,Male,Rural,Bangkok,2032,0
15-17,Male,Rural,Bangkok,2032,0
2-4,Female,Urban,Bangkok,2032,74822
5-9,Female,Urban,Bangkok,2032,143207
10-14,Female,Urban,Bangkok,2032,168472
15-17,Female,Urban,Bangkok,2032,117145
2-4,Male,Urban,Bangkok,2032,82033
5-9,Male,Urban,Bangkok,2032,157110
10-14,Male,Urban,Bangkok,2032,184738
15-17,Male,Urban,Bangkok,2032,126334
2-4,Female,Rural,Periphery,2032,13542
5-9,Female,Rural,Periphery,2032,25802
10-14,Female,Rural,Periphery,2032,29637
15-17,Female,Rural,Periphery,2032,20794
2-4,Male,Rural,Periphery,2032,14112
5-9,Male,Rural,Periphery,2032,26775
10-14,Male,Rural,Periphery,2032,30803
15-17,Male,Rural,Periphery,2032,21331
2-4,Female,Urban,Periphery,2032,49805
5-9,Female,Urban,Periphery,2032,94893
10-14,Female,Urban,Periphery,2032,108998
15-17,Female,Urban,Periphery,2032,76475
2-4,Male,Urban,Periphery,2032,51900
5-9,Male,Urban,Periphery,2032,98470
10-14,Male,Urban,Periphery,2032,113285
15-17,Male,Urban,Periphery,2032,78450
2-4,Female,Rural,Central,2032,10957
5-9,Female,Rural,Central,2032,20285
10-14,Female,Rural,Central,2032,22944
15-17,Female,Rural,Central,2032,15156
2-4,Male,Rural,Central,2032,11442
5-9,Male,Rural,Central,2032,21161
10-14,Male,Rural,Central,2032,23970
15-17,Male,Rural,Central,2032,15888
2-4,Female,Urban,Central,2032,21434
5-9,Female,Urban,Central,2032,39681
10-14,Female,Urban,Central,2032,44884
15-17,Female,Urban,Central,2032,29649
2-4,Male,Urban,Central,2032,22383
5-9,Male,Urban,Central,2032,41396
10-14,Male,Urban,Central,2032,46890
15-17,Male,Urban,Central,2032,31081
2-4,Female,Rural,North,2032,48214
5-9,Female,Rural,North,2032,88684
10-14,Female,Rural,North,2032,94524
15-17,Female,Rural,North,2032,59144
2-4,Male,Rural,North,2032,50392
5-9,Male,Rural,North,2032,92618
10-14,Male,Rural,North,2032,98613
15-17,Male,Rural,North,2032,61809
2-4,Female,Urban,North,2032,77415
5-9,Female,Urban,North,2032,142397
10-14,Female,Urban,North,2032,151774
15-17,Female,Urban,North,2032,94966
2-4,Male,Urban,North,2032,80912
5-9,Male,Urban,North,2032,148713
10-14,Male,Urban,North,2032,158339
15-17,Male,Urban,North,2032,99245
2-4,Female,Rural,East,2032,20683
5-9,Female,Rural,East,2032,36497
10-14,Female,Rural,East,2032,39985
15-17,Female,Rural,East,2032,26399
2-4,Male,Rural,East,2032,21559
5-9,Male,Rural,East,2032,37993
10-14,Male,Rural,East,2032,41586
15-17,Male,Rural,East,2032,27330
2-4,Female,Urban,East,2032,69235
5-9,Female,Urban,East,2032,122170
10-14,Female,Urban,East,2032,133844
15-17,Female,Urban,East,2032,88368
2-4,Male,Urban,East,2032,72167
5-9,Male,Urban,East,2032,127177
10-14,Male,Urban,East,2032,139202
15-17,Male,Urban,East,2032,91483
2-4,Female,Rural,Northeast,2032,98053
5-9,Female,Rural,Northeast,2032,175494
10-14,Female,Rural,Northeast,2032,178043
15-17,Female,Rural,Northeast,2032,106842
2-4,Male,Rural,Northeast,2032,102453
5-9,Male,Rural,Northeast,2032,183345
10-14,Male,Rural,Northeast,2032,185651
15-17,Male,Rural,Northeast,2032,111838
2-4,Female,Urban,Northeast,2032,175496
5-9,Female,Urban,Northeast,2032,314099
10-14,Female,Urban,Northeast,2032,318662
15-17,Female,Urban,Northeast,2032,191226
2-4,Male,Urban,Northeast,2032,183371
5-9,Male,Urban,Northeast,2032,328151
10-14,Male,Urban,Northeast,2032,332278
15-17,Male,Urban,Northeast,2032,200168
2-4,Female,Rural,South,2032,72134
5-9,Female,Rural,South,2032,127771
10-14,Female,Rural,South,2032,138153
15-17,Female,Rural,South,2032,87895
2-4,Male,Rural,South,2032,75271
5-9,Male,Rural,South,2032,133278
10-14,Male,Rural,South,2032,143854
15-17,Male,Rural,South,2032,91645
2-4,Female,Urban,South,2032,88968
5-9,Female,Urban,South,2032,157589
10-14,Female,Urban,South,2032,170394
15-17,Female,Urban,South,2032,108407
2-4,Male,Urban,South,2032,92837
5-9,Male,Urban,South,2032,164381
10-14,Male,Urban,South,2032,177425
15-17,Male,Urban,South,2032,113033
2-4,Female,Rural,West,2032,20060
5-9,Female,Rural,West,2032,36766
10-14,Female,Rural,West,2032,40831
15-17,Female,Rural,West,2032,26419
2-4,Male,Rural,West,2032,20924
5-9,Male,Rural,West,2032,38290
10-14,Male,Rural,West,2032,42448
15-17,Male,Rural,West,2032,27642
2-4,Female,Urban,West,2032,22772
5-9,Female,Urban,West,2032,41736
10-14,Female,Urban,West,2032,46351
15-17,Female,Urban,West,2032,29991
2-4,Male,Urban,West,2032,23753
5-9,Male,Urban,West,2032,43467
10-14,Male,Urban,West,2032,48187
15-17,Male,Urban,West,2032,31379
2-4,Female,Rural,Bangkok,2033,0
5-9,Female,Rural,Bangkok,2033,0
10-14,Female,Rural,Bangkok,2033,0
15-17,Female,Rural,Bangkok,2033,0
2-4,Male,Rural,Bangkok,2033,0
5-9,Male,Rural,Bangkok,2033,0
10-14,Male,Rural,Bangkok,2033,0
15-17,Male,Rural,Bangkok,2033,0
2-4,Female,Urban,Bangkok,2033,72029
5-9,Female,Urban,Bangkok,2033,136940
10-14,Female,Urban,Bangkok,2033,162068
15-17,Female,Urban,Bangkok,2033,114891
2-4,Male,Urban,Bangkok,2033,78984
5-9,Male,Urban,Bangkok,2033,150270
10-14,Male,Urban,Bangkok,2033,177762
15-17,Male,Urban,Bangkok,2033,123921
2-4,Female,Rural,Periphery,2033,12971
5-9,Female,Rural,Periphery,2033,24628
10-14,Female,Rural,Periphery,2033,28337
15-17,Female,Rural,Periphery,2033,20111
2-4,Male,Rural,Periphery,2033,13519
5-9,Male,Rural,Periphery,2033,25562
10-14,Male,Rural,Periphery,2033,29458
15-17,Male,Rural,Periphery,2033,20633
2-4,Female,Urban,Periphery,2033,49349
5-9,Female,Urban,Periphery,2033,93701
10-14,Female,Urban,Periphery,2033,107809
15-17,Female,Urban,Periphery,2033,76515
2-4,Male,Urban,Periphery,2033,51433
5-9,Male,Urban,Periphery,2033,97254
10-14,Male,Urban,Periphery,2033,112077
15-17,Male,Urban,Periphery,2033,78500
2-4,Female,Rural,Central,2033,10530
5-9,Female,Rural,Central,2033,19467
10-14,Female,Rural,Central,2033,21992
15-17,Female,Rural,Central,2033,14590
2-4,Male,Rural,Central,2033,10998
5-9,Male,Rural,Central,2033,20312
10-14,Male,Rural,Central,2033,22981
15-17,Male,Rural,Central,2033,15298
2-4,Female,Urban,Central,2033,21189
5-9,Female,Urban,Central,2033,39170
10-14,Female,Urban,Central,2033,44252
15-17,Female,Urban,Central,2033,29358
2-4,Male,Urban,Central,2033,22131
5-9,Male,Urban,Central,2033,40872
10-14,Male,Urban,Central,2033,46243
15-17,Male,Urban,Central,2033,30783
2-4,Female,Rural,North,2033,45993
5-9,Female,Rural,North,2033,85168
10-14,Female,Rural,North,2033,91171
15-17,Female,Rural,North,2033,57015
2-4,Male,Rural,North,2033,48078
5-9,Male,Rural,North,2033,88964
10-14,Male,Rural,North,2033,95136
15-17,Male,Rural,North,2033,59595
2-4,Female,Urban,North,2033,76785
5-9,Female,Urban,North,2033,142188
10-14,Female,Urban,North,2033,152209
15-17,Female,Urban,North,2033,95186
2-4,Male,Urban,North,2033,80265
5-9,Male,Urban,North,2033,148525
10-14,Male,Urban,North,2033,158829
15-17,Male,Urban,North,2033,99494
2-4,Female,Rural,East,2033,19962
5-9,Female,Rural,East,2033,34875
10-14,Female,Rural,East,2033,38131
15-17,Female,Rural,East,2033,25376
2-4,Male,Rural,East,2033,20811
5-9,Male,Rural,East,2033,36314
10-14,Male,Rural,East,2033,39669
15-17,Male,Rural,East,2033,26278
2-4,Female,Urban,East,2033,69724
5-9,Female,Urban,East,2033,121813
10-14,Female,Urban,East,2033,133186
15-17,Female,Urban,East,2033,88636
2-4,Male,Urban,East,2033,72690
5-9,Male,Urban,East,2033,126838
10-14,Male,Urban,East,2033,138557
15-17,Male,Urban,East,2033,91785
2-4,Female,Rural,Northeast,2033,93758
5-9,Female,Rural,Northeast,2033,169831
10-14,Female,Rural,Northeast,2033,173615
15-17,Female,Rural,Northeast,2033,103318
2-4,Male,Rural,Northeast,2033,97979
5-9,Male,Rural,Northeast,2033,177462
10-14,Male,Rural,Northeast,2033,181069
15-17,Male,Rural,Northeast,2033,108164
2-4,Female,Urban,Northeast,2033,174047
